host_id,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
13280871,Santa Teresa,Entire home/apt,518,7,0,1,365
108274611,Copacabana,Entire home/apt,199,2,1,1,102
3021886,Santa Teresa,Shared room,41,2,6,2,365
14603505,Santa Teresa,Shared room,300,6,0,1,365
105226518,Copacabana,Entire home/apt,706,4,0,18,352
41371002,Copacabana,Entire home/apt,109,14,15,1,14
224192,Copacabana,Entire home/apt,357,3,1,50,221
83500938,Leblon,Entire home/apt,992,1,2,1,362
8859928,Leblon,Entire home/apt,421,2,2,1,356
190844249,Ipanema,Entire home/apt,894,7,0,15,365
11690291,Botafogo,Entire home/apt,714,1,0,1,365
4462881,Ipanema,Private room,120,2,36,3,361
53542976,Ipanema,Private room,75,1,28,2,363
81876389,Leblon,Entire home/apt,248,3,1,42,329
530471,Botafogo,Entire home/apt,451,1,0,5,365
10039615,Ipanema,Private room,105,2,14,1,130
102676821,Botafogo,Entire home/apt,398,30,0,2,362
82086961,Ipanema,Private room,139,1,1,1,170
14358654,Ipanema,Private room,300,2,2,2,362
13000393,Ipanema,Entire home/apt,300,2,93,1,342
1422607,Ipanema,Entire home/apt,150,4,58,25,83
15090158,Ipanema,Private room,120,1,1,1,90
85203214,Leblon,Entire home/apt,1198,17,0,1,87
12909867,Leblon,Entire home/apt,376,3,1,35,322
161314040,Ipanema,Private room,199,1,3,1,365
109953696,Ipanema,Private room,300,5,0,1,90
23168259,Ipanema,Private room,252,4,3,2,360
5620615,Ipanema,Private room,319,3,22,1,175
34765917,Copacabana,Entire home/apt,180,2,0,6,364
153721,Botafogo,Entire home/apt,188,2,41,25,139
33841094,Botafogo,Entire home/apt,109,5,48,2,149
37895721,Copacabana,Entire home/apt,252,1,0,1,0
62997930,Leblon,Private room,180,2,2,4,71
2915201,Copacabana,Entire home/apt,469,3,0,31,358
4366003,Copacabana,Entire home/apt,154,3,3,1,0
2516002,Copacabana,Entire home/apt,282,3,1,6,269
164257133,Botafogo,Entire home/apt,109,10,7,1,0
61265162,Copacabana,Entire home/apt,500,5,1,1,363
52741461,Copacabana,Entire home/apt,210,1,2,2,363
140606525,Copacabana,Entire home/apt,199,5,0,1,177
71678003,Leblon,Entire home/apt,331,3,16,1,70
75098791,Leblon,Private room,139,2,0,3,363
4430737,Leblon,Private room,90,1,1,2,89
169486757,Leblon,Private room,192,5,0,1,355
155905588,Leblon,Entire home/apt,240,3,2,1,94
12256055,Santa Teresa,Entire home/apt,439,3,0,1,365
158564929,Leblon,Entire home/apt,199,2,1,1,364
20869498,Leblon,Entire home/apt,601,3,3,1,124
332695,Leblon,Entire home/apt,2501,1,0,2,364
3413189,Leblon,Entire home/apt,2967,4,0,57,364
69719982,Leblon,Entire home/apt,300,2,2,1,72
47455933,Leblon,Entire home/apt,1198,7,0,1,365
54984412,Leblon,Private room,180,2,4,2,88
182053184,Copacabana,Shared room,56,1,2,2,135
78186844,Leblon,Private room,150,1,1,1,264
11758306,Santa Teresa,Entire home/apt,372,7,1,1,358
66452600,Ipanema,Private room,398,5,0,2,362
902085,Botafogo,Entire home/apt,109,3,23,2,204
29149875,Leblon,Private room,237,3,0,2,365
6327931,Santa Teresa,Entire home/apt,169,3,0,1,365
80083203,Leblon,Private room,868,2,0,1,83
26433056,Botafogo,Entire home/apt,436,1,80,1,308
1403065,Leblon,Private room,120,2,3,2,89
605118,Santa Teresa,Entire home/apt,349,4,2,5,22
86291382,Leblon,Private room,300,1,0,1,365
2600055,Botafogo,Private room,71,1,45,2,360
50458137,Copacabana,Entire home/apt,548,1,0,54,180
46212290,Copacabana,Entire home/apt,376,2,0,1,88
12207775,Santa Teresa,Entire home/apt,180,2,0,1,364
171944106,Copacabana,Entire home/apt,4500,1,0,1,365
23366890,Leblon,Entire home/apt,252,2,15,2,153
10757689,Botafogo,Private room,94,3,1,1,234
218775131,Copacabana,Entire home/apt,751,4,0,1,293
53403609,Copacabana,Entire home/apt,620,1,0,5,364
43954026,Copacabana,Entire home/apt,488,1,2,1,365
53338256,Copacabana,Entire home/apt,826,1,5,2,364
103146784,Copacabana,Entire home/apt,225,2,12,1,87
29483257,Copacabana,Entire home/apt,436,2,0,1,350
15510299,Copacabana,Entire home/apt,398,7,1,3,331
24943922,Copacabana,Entire home/apt,282,180,0,1,365
144477070,Leblon,Entire home/apt,199,1,49,1,168
15025261,Copacabana,Entire home/apt,398,2,3,5,360
2014341,Copacabana,Entire home/apt,188,2,2,1,218
38373750,Santa Teresa,Entire home/apt,162,1,10,1,359
78495972,Botafogo,Private room,199,1,0,1,178
15108609,Glria,Entire home/apt,451,2,1,2,210
716415,Santa Teresa,Entire home/apt,248,2,17,2,365
3199431,Botafogo,Private room,158,1,0,1,365
66728770,Botafogo,Private room,327,1,3,1,364
14410295,Laranjeiras,Entire home/apt,2629,1,0,1,365
521240,Botafogo,Entire home/apt,199,1,0,2,365
32864781,Botafogo,Private room,150,1,19,3,335
62933995,Botafogo,Entire home/apt,150,1,2,8,364
166964680,Botafogo,Private room,120,1,0,8,0
10222809,Laranjeiras,Entire home/apt,195,3,4,1,295
66585676,Botafogo,Private room,56,1,2,1,365
166964680,Botafogo,Private room,120,1,0,8,0
9787309,Santa Teresa,Private room,488,3,0,1,365
193205371,Santa Teresa,Private room,481,1,0,8,234
62933995,Laranjeiras,Entire home/apt,71,1,2,8,365
58378402,Centro,Private room,376,1,0,1,365
106518824,Santa Teresa,Private room,150,1,0,1,364
170627876,Botafogo,Private room,361,3,1,2,365
16657075,Santa Teresa,Private room,300,1,0,1,365
21185941,Santa Teresa,Private room,135,1,1,4,364
8782308,Santa Teresa,Private room,64,2,51,1,324
16014532,Santa Teresa,Private room,225,4,0,1,365
7632596,Botafogo,Private room,500,1,0,1,89
87779859,Botafogo,Private room,300,1,0,1,365
39130493,Botafogo,Private room,398,1,0,2,179
169715370,Copacabana,Private room,150,1,7,1,322
16739652,Botafogo,Private room,222,2,0,2,363
185587279,Copacabana,Private room,120,2,1,1,173
3535482,Copacabana,Private room,94,3,24,9,330
3535482,Copacabana,Private room,98,3,15,9,334
3535482,Copacabana,Private room,86,3,21,9,335
159119877,Santa Teresa,Private room,60,1,2,2,365
55587767,Botafogo,Entire home/apt,548,7,0,2,83
88643423,Santa Teresa,Private room,79,2,2,1,365
25341342,Catete,Private room,105,3,2,4,40
6416134,Santa Teresa,Private room,90,3,25,1,365
44020245,Copacabana,Private room,199,2,2,2,364
44020245,Copacabana,Private room,199,1,1,2,365
62153375,Copacabana,Private room,691,2,0,4,90
556738,Santa Teresa,Private room,38,30,4,4,283
181520063,Santa Teresa,Private room,79,1,0,2,180
12479263,Santa Teresa,Private room,162,1,1,1,365
2580713,Santa Teresa,Private room,199,1,3,6,332
11652759,Santa Teresa,Private room,86,2,7,2,364
5172982,Copacabana,Private room,199,3,7,1,330
8290528,Santa Teresa,Private room,79,1,0,3,89
35017221,Botafogo,Entire home/apt,252,2,0,1,350
1452079,Santa Teresa,Private room,192,2,1,2,364
37993576,Botafogo,Entire home/apt,180,2,0,1,356
16944833,Santa Teresa,Private room,282,5,0,5,363
3583487,Copacabana,Private room,199,1,13,2,360
160645974,Botafogo,Entire home/apt,169,5,3,3,150
33101384,Copacabana,Private room,120,2,0,4,364
66877715,Copacabana,Entire home/apt,199,3,0,43,101
1570652,Copacabana,Entire home/apt,357,2,75,4,341
18938892,Botafogo,Entire home/apt,300,4,2,1,178
4774743,Santa Teresa,Private room,545,2,17,3,365
50690075,Santa Teresa,Entire home/apt,90,2,12,1,48
2513825,Leblon,Entire home/apt,289,2,66,4,121
103216829,Copacabana,Private room,199,1,3,1,88
104660472,Copacabana,Private room,86,1,0,1,364
10587558,Santa Teresa,Entire home/apt,131,14,14,1,363
57663835,Copacabana,Private room,162,5,1,2,89
117283408,Centro,Entire home/apt,131,2,1,1,193
29868718,Centro,Entire home/apt,56,6,1,2,40
1929226,Leblon,Entire home/apt,218,3,34,2,66
154735419,Santa Teresa,Entire home/apt,101,183,0,1,365
31275569,Leblon,Entire home/apt,1070,3,3,114,313
7565570,Santa Teresa,Entire home/apt,53,2,2,5,360
1870942,Santa Teresa,Private room,162,3,2,1,363
2140611,Copacabana,Private room,150,30,1,1,83
26093317,Santa Teresa,Entire home/apt,101,15,0,1,364
160645974,Botafogo,Entire home/apt,244,5,5,3,133
68070844,Leblon,Entire home/apt,270,2,1,1,17
41068903,Botafogo,Entire home/apt,864,1,2,3,180
8243557,Botafogo,Entire home/apt,150,2,0,1,90
4255118,Copacabana,Entire home/apt,109,4,3,42,328
3815872,Santa Teresa,Entire home/apt,124,5,0,1,87
7825664,Santa Teresa,Private room,90,1,0,2,88
198995755,Copacabana,Entire home/apt,143,2,6,1,263
11411976,Leblon,Entire home/apt,391,2,4,31,132
201839399,Leblon,Entire home/apt,349,1,0,3,102
85122845,Centro,Entire home/apt,300,2,12,1,164
183095359,Leblon,Entire home/apt,285,7,0,1,89
31800440,Botafogo,Entire home/apt,289,1,25,1,344
12647926,Leblon,Entire home/apt,331,2,34,2,252
116267885,Botafogo,Entire home/apt,901,1,1,1,357
6743961,Centro,Entire home/apt,252,4,1,1,363
749988,Copacabana,Entire home/apt,135,2,13,5,244
81876389,Leblon,Entire home/apt,150,3,1,42,351
15598303,Santa Teresa,Entire home/apt,601,1,0,1,365
10796926,Santa Teresa,Entire home/apt,162,1,68,16,337
66961240,Santa Teresa,Entire home/apt,252,3,0,1,364
162532087,Santa Teresa,Entire home/apt,349,2,1,1,177
26004356,Leblon,Entire home/apt,458,1,11,4,364
76583821,Leblon,Entire home/apt,376,20,0,1,89
2954204,Santa Teresa,Entire home/apt,116,2,27,2,53
20155350,Santa Teresa,Entire home/apt,1540,4,0,1,365
7188481,Copacabana,Entire home/apt,184,2,41,1,317
41048062,Copacabana,Entire home/apt,64,4,27,1,55
8879014,Santa Teresa,Entire home/apt,162,2,5,1,365
164599809,Santa Teresa,Entire home/apt,120,5,0,1,365
115461510,Santa Teresa,Entire home/apt,98,2,0,2,89
115351419,Copacabana,Entire home/apt,120,2,5,1,120
1929226,Copacabana,Entire home/apt,300,3,3,2,66
28573625,Copacabana,Entire home/apt,252,1,17,1,198
100182095,Centro,Entire home/apt,252,5,0,1,173
4048250,Santa Teresa,Entire home/apt,150,7,0,1,365
2919803,Botafogo,Entire home/apt,56,3,5,31,176
3350359,Botafogo,Entire home/apt,361,180,23,1,297
26210645,Botafogo,Entire home/apt,199,1,17,1,303
46870690,Botafogo,Entire home/apt,451,3,4,1,264
4947423,Santa Teresa,Entire home/apt,150,60,10,1,76
39731483,Leblon,Entire home/apt,3001,4,3,3,20
22713969,Leblon,Entire home/apt,244,1,4,18,90
3018529,Leblon,Entire home/apt,601,1,7,12,46
3018529,Leblon,Entire home/apt,597,1,9,12,237
31275569,Leblon,Entire home/apt,507,3,3,114,110
45327534,Leblon,Entire home/apt,500,1,7,1,365
164871743,Copacabana,Entire home/apt,319,2,1,2,252
67634082,Leblon,Entire home/apt,2400,1,0,1,365
4917337,Glria,Entire home/apt,90,2,35,1,87
26784802,Leblon,Entire home/apt,458,1,62,3,349
18896247,Copacabana,Private room,53,2,58,4,0
187541652,Copacabana,Private room,101,2,1,1,81
91164908,Copacabana,Private room,109,1,0,1,89
47057181,Leblon,Entire home/apt,473,5,61,1,91
749988,Copacabana,Entire home/apt,86,2,136,5,221
6042289,Santa Teresa,Private room,334,2,0,2,364
2738049,Leblon,Entire home/apt,451,2,46,4,350
4532951,Santa Teresa,Private room,500,1,1,3,365
33101384,Copacabana,Private room,120,2,0,4,364
12229617,Copacabana,Private room,101,1,6,1,348
174021180,Botafogo,Entire home/apt,64,6,0,4,196
16261951,Copacabana,Private room,124,1,16,1,360
6213964,Leblon,Entire home/apt,308,2,32,12,97
64020364,Botafogo,Entire home/apt,601,1,1,1,365
3542456,Leblon,Entire home/apt,451,4,45,1,330
9952371,Santa Teresa,Private room,98,1,14,2,365
501626,Glria,Private room,199,1,0,1,365
2384322,Copacabana,Private room,116,4,10,1,139
13477985,Santa Teresa,Private room,500,1,0,4,365
108454028,Leblon,Entire home/apt,199,2,27,1,175
91654021,Copacabana,Entire home/apt,184,3,0,213,363
1195904,Botafogo,Entire home/apt,150,2,72,1,359
165842337,Botafogo,Entire home/apt,210,3,0,2,180
10516955,Glria,Entire home/apt,86,2,3,1,20
1005871,Botafogo,Entire home/apt,180,2,3,1,340
31804316,Ipanema,Entire home/apt,398,2,14,3,356
2350092,Ipanema,Entire home/apt,199,3,11,3,354
116214254,Botafogo,Entire home/apt,349,2,2,1,14
9952371,Santa Teresa,Entire home/apt,222,3,2,2,360
26603603,Leblon,Entire home/apt,252,2,51,1,348
12909867,Ipanema,Entire home/apt,526,3,11,35,274
77316468,Glria,Entire home/apt,150,3,0,1,362
48806275,Copacabana,Entire home/apt,327,1,19,2,363
25067261,Leblon,Entire home/apt,180,4,0,16,59
39871834,Copacabana,Entire home/apt,252,2,4,3,72
4928726,Leblon,Entire home/apt,699,2,0,1,179
27014349,Leblon,Entire home/apt,500,1,1,1,365
84048033,Ipanema,Entire home/apt,417,3,0,6,32
4673534,Copacabana,Entire home/apt,150,1,3,3,364
29814819,Leblon,Entire home/apt,128,2,10,1,257
4873555,Leblon,Entire home/apt,376,2,23,13,198
1771300,Leblon,Entire home/apt,188,2,1,14,322
17454649,Ipanema,Entire home/apt,601,4,0,1,133
189944341,Leblon,Entire home/apt,244,1,0,1,353
211718355,Ipanema,Entire home/apt,699,4,1,1,76
34625223,Copacabana,Entire home/apt,199,7,0,2,220
10180247,Leblon,Entire home/apt,282,1,10,2,48
11076391,Copacabana,Entire home/apt,120,5,0,1,294
79611582,Ipanema,Entire home/apt,751,30,0,1,87
10288605,Copacabana,Entire home/apt,293,2,18,2,225
16644567,Leblon,Entire home/apt,237,2,93,3,20
51321275,Ipanema,Entire home/apt,699,3,1,1,363
3759536,Copacabana,Entire home/apt,199,3,8,2,80
51162050,Copacabana,Entire home/apt,252,3,6,1,313
63378480,Ipanema,Entire home/apt,590,2,4,1,341
2960213,Botafogo,Entire home/apt,751,5,0,1,363
120561444,Leblon,Entire home/apt,563,3,6,1,82
15830260,Leblon,Entire home/apt,387,3,1,2,19
141357101,Botafogo,Entire home/apt,252,2,3,1,179
14964711,Leblon,Entire home/apt,691,5,10,4,179
14470712,Leblon,Entire home/apt,1799,2,5,1,298
12937000,Botafogo,Entire home/apt,349,2,1,2,89
50776376,Botafogo,Entire home/apt,300,2,3,1,178
15008416,Ipanema,Entire home/apt,601,3,23,2,363
21365765,Ipanema,Entire home/apt,398,2,32,20,322
14314998,Leblon,Entire home/apt,2479,5,0,33,364
91654021,Leblon,Entire home/apt,1033,2,1,213,332
190844249,Ipanema,Entire home/apt,601,7,0,15,365
150719611,Botafogo,Entire home/apt,300,2,3,1,363
4462881,Ipanema,Private room,71,2,54,3,360
13816518,Ipanema,Entire home/apt,999,30,0,1,365
184872632,Botafogo,Entire home/apt,94,2,0,1,17
53542976,Ipanema,Private room,68,1,70,2,351
15671309,Leblon,Entire home/apt,1998,2,0,2,89
50202322,Leblon,Entire home/apt,1900,3,0,2,177
7525886,Ipanema,Entire home/apt,252,2,133,2,320
52323850,Botafogo,Entire home/apt,177,1,0,2,288
6508765,Leblon,Entire home/apt,1277,5,0,2,156
4307081,Botafogo,Entire home/apt,225,1,0,55,365
9908060,Botafogo,Entire home/apt,800,4,0,1,365
12552208,Leblon,Entire home/apt,342,2,83,1,331
11411976,Ipanema,Entire home/apt,222,2,13,31,86
11037852,Ipanema,Entire home/apt,327,2,8,2,91
4282117,Ipanema,Entire home/apt,244,3,3,1,145
823800,Leblon,Entire home/apt,353,3,4,32,243
136183170,Ipanema,Entire home/apt,492,3,7,1,305
4348101,Leblon,Entire home/apt,270,2,57,2,110
23907517,Copacabana,Private room,150,2,116,2,132
5459099,Ipanema,Entire home/apt,282,2,20,3,160
2919803,Ipanema,Entire home/apt,158,3,6,31,330
9896521,Copacabana,Entire home/apt,424,2,17,3,322
15423088,Ipanema,Entire home/apt,1202,2,14,3,302
10607843,Leblon,Entire home/apt,195,1,49,4,237
27994357,Ipanema,Entire home/apt,601,4,13,11,54
28354676,Leblon,Entire home/apt,2562,1,13,2,284
160616142,Santa Teresa,Shared room,60,2,0,4,351
19686703,Santa Teresa,Shared room,75,1,0,2,365
30534892,Botafogo,Entire home/apt,199,3,13,1,167
86373858,Urca,Entire home/apt,601,5,0,1,365
55248222,Santa Teresa,Shared room,79,1,2,9,51
26784802,Leblon,Entire home/apt,500,1,4,3,359
63509365,Botafogo,Entire home/apt,124,2,5,1,354
40738885,Copacabana,Shared room,90,1,17,9,364
113997985,Leblon,Entire home/apt,349,3,0,5,343
26478559,Botafogo,Entire home/apt,376,2,0,1,365
716415,Santa Teresa,Shared room,124,2,0,2,363
30721359,Ipanema,Entire home/apt,1878,2,9,24,333
42067339,Copacabana,Shared room,38,1,3,2,135
1771300,Leblon,Entire home/apt,252,2,1,14,362
12909867,Leblon,Entire home/apt,376,3,7,35,351
17419483,Copacabana,Shared room,60,1,0,6,365
40738885,Copacabana,Shared room,90,1,9,9,364
40738885,Copacabana,Shared room,90,1,13,9,352
49917732,Botafogo,Entire home/apt,192,2,13,1,154
16107948,Leblon,Entire home/apt,800,3,3,1,355
42067339,Copacabana,Shared room,41,1,0,2,124
54563839,Ipanema,Entire home/apt,169,2,31,1,273
12997431,Leblon,Entire home/apt,398,10,0,2,364
14095160,Ipanema,Entire home/apt,199,2,2,14,162
209800043,Ipanema,Entire home/apt,300,3,0,3,353
13580277,Ipanema,Entire home/apt,240,3,7,62,58
4284876,Ipanema,Entire home/apt,229,3,18,10,323
155027675,Ipanema,Entire home/apt,601,2,11,1,174
117591804,Ipanema,Entire home/apt,488,1,0,1,90
146355800,Leblon,Entire home/apt,699,4,1,1,90
216792414,Leblon,Entire home/apt,398,30,0,1,364
76210086,Leblon,Entire home/apt,485,1,0,6,247
61323538,Leblon,Entire home/apt,500,2,3,1,145
51067753,Leblon,Entire home/apt,3193,7,0,1,363
6165615,Leblon,Entire home/apt,165,2,172,1,200
3645765,Leblon,Entire home/apt,548,2,2,1,346
184818661,Ipanema,Entire home/apt,210,2,0,1,337
8776351,Leblon,Private room,357,4,4,1,365
25325650,Ipanema,Entire home/apt,1318,1,0,1,346
32992641,Leblon,Entire home/apt,165,3,3,2,340
357635,Leblon,Private room,451,2,13,1,363
27177630,Leblon,Private room,500,1,0,1,365
22622724,Leblon,Private room,229,3,1,2,365
32128074,Ipanema,Entire home/apt,150,1,0,1,83
18327226,Leblon,Private room,548,1,0,1,365
5431187,Ipanema,Entire home/apt,548,5,8,1,279
20762896,Leblon,Private room,180,2,0,2,170
31584537,Ipanema,Entire home/apt,300,2,10,1,322
109013817,Ipanema,Entire home/apt,451,1,11,2,271
152217261,Ipanema,Entire home/apt,274,1,2,12,277
27828822,Ipanema,Entire home/apt,150,3,9,4,85
38836682,Ipanema,Entire home/apt,1127,20,1,1,365
11579226,Leblon,Entire home/apt,289,2,149,3,299
176651881,Ipanema,Entire home/apt,1450,90,1,1,356
68228021,Ipanema,Entire home/apt,500,1,5,1,159
79445479,Leblon,Entire home/apt,1878,20,0,1,83
8479954,Leblon,Entire home/apt,300,1,1,2,360
15194432,Ipanema,Entire home/apt,920,6,4,7,111
85001393,Glria,Entire home/apt,169,15,0,1,364
10564794,Copacabana,Entire home/apt,252,1,0,10,359
3671261,Santa Teresa,Entire home/apt,282,3,2,1,362
1349383,Santa Teresa,Entire home/apt,169,210,0,1,285
13705672,Santa Teresa,Entire home/apt,229,3,0,1,244
9009829,Glria,Entire home/apt,518,3,0,1,362
49787543,Leblon,Entire home/apt,180,2,70,1,122
106309970,Copacabana,Entire home/apt,421,2,2,1,342
13575754,Leblon,Entire home/apt,488,3,91,1,287
3582733,Copacabana,Entire home/apt,169,3,1,4,312
5277135,Copacabana,Entire home/apt,349,3,5,1,360
87160127,Copacabana,Entire home/apt,1998,4,0,1,83
114191885,Botafogo,Entire home/apt,64,3,9,1,29
106636289,Ipanema,Entire home/apt,999,10,0,1,365
12318404,Ipanema,Entire home/apt,729,1,0,3,83
3665789,Leblon,Entire home/apt,1502,5,1,17,365
3018529,Leblon,Entire home/apt,379,1,11,12,357
12954248,Leblon,Entire home/apt,225,2,150,1,11
14972783,Leblon,Entire home/apt,252,2,0,1,355
21764325,Copacabana,Entire home/apt,120,3,42,1,338
4721615,Leblon,Entire home/apt,2141,1,0,3,364
50764335,Leblon,Entire home/apt,229,3,20,1,295
532498,Ipanema,Entire home/apt,548,2,9,29,342
580467,Leblon,Entire home/apt,518,2,5,1,323
17265809,Copacabana,Private room,120,1,26,2,365
48232789,Leblon,Entire home/apt,999,1,2,1,230
38778321,Copacabana,Entire home/apt,162,3,0,3,141
177124388,Copacabana,Entire home/apt,349,2,1,1,350
4782257,Leblon,Entire home/apt,180,1,7,1,46
82341021,Leblon,Entire home/apt,199,1,10,1,160
84410002,Copacabana,Entire home/apt,150,3,0,1,132
74463624,Copacabana,Entire home/apt,120,3,0,36,125
75239681,Botafogo,Entire home/apt,199,2,1,6,351
62994114,Copacabana,Entire home/apt,252,1,2,1,180
1548126,Santa Teresa,Entire home/apt,180,2,3,1,59
10541644,Leblon,Entire home/apt,458,3,0,6,267
16264308,Santa Teresa,Entire home/apt,199,6,1,1,342
7565570,Santa Teresa,Entire home/apt,300,3,1,5,361
68940610,Leblon,Entire home/apt,1127,3,5,1,360
165771733,Santa Teresa,Entire home/apt,109,2,1,1,103
116510698,Botafogo,Shared room,53,1,2,19,365
3018529,Leblon,Entire home/apt,601,2,1,12,321
10796926,Santa Teresa,Entire home/apt,240,1,27,16,246
10796926,Santa Teresa,Entire home/apt,199,1,24,16,299
116510698,Botafogo,Shared room,64,1,0,19,365
116510698,Botafogo,Shared room,53,1,0,19,365
116510698,Botafogo,Shared room,64,1,0,19,365
53870840,Leblon,Entire home/apt,548,15,0,1,363
116510698,Botafogo,Shared room,53,1,0,19,365
67324599,Santa Teresa,Entire home/apt,252,2,0,2,365
46665358,Glria,Entire home/apt,199,2,0,1,258
84664984,Copacabana,Entire home/apt,1300,7,0,1,363
823800,Leblon,Entire home/apt,394,3,28,32,255
49472662,Glria,Entire home/apt,199,2,16,1,129
1809733,Botafogo,Shared room,451,1,0,1,365
22545101,Santa Teresa,Entire home/apt,150,5,1,1,36
116510698,Botafogo,Shared room,53,1,0,19,365
9689241,Leblon,Entire home/apt,428,3,3,2,365
91654021,Leblon,Entire home/apt,1593,3,1,213,299
34177590,Copacabana,Private room,101,3,0,1,364
56464577,Copacabana,Private room,120,5,0,7,357
1526357,Botafogo,Private room,139,1,223,2,249
4240836,Copacabana,Entire home/apt,567,4,8,1,352
10684128,Botafogo,Entire home/apt,101,1,127,2,64
91583016,Leblon,Entire home/apt,548,2,0,1,365
119641831,Copacabana,Private room,128,1,0,7,87
56354295,Leblon,Entire home/apt,398,1,46,4,354
3995486,Leblon,Entire home/apt,800,7,2,1,365
894049,Leblon,Entire home/apt,999,2,0,16,179
163909272,Leblon,Entire home/apt,500,1,0,1,362
98401674,Leblon,Entire home/apt,500,3,0,1,362
100224595,Santa Teresa,Entire home/apt,282,3,0,1,69
13504622,Botafogo,Entire home/apt,2066,1,0,2,365
13675183,Botafogo,Entire home/apt,1998,1,0,1,365
52223838,Leblon,Entire home/apt,699,1,0,1,87
9311248,Leblon,Entire home/apt,699,5,0,2,22
3675193,Leblon,Entire home/apt,1499,5,0,1,365
166964680,Botafogo,Shared room,53,1,2,8,0
114294631,Leblon,Entire home/apt,999,2,0,1,88
116510698,Botafogo,Shared room,53,1,0,19,360
116510698,Botafogo,Shared room,53,1,0,19,365
116510698,Botafogo,Shared room,53,1,0,19,294
116510698,Botafogo,Shared room,53,1,0,19,365
10205637,Leblon,Entire home/apt,1799,5,1,2,365
116510698,Botafogo,Shared room,53,1,0,19,358
10796926,Santa Teresa,Entire home/apt,180,1,15,16,341
116510698,Botafogo,Shared room,64,1,0,19,365
10796926,Santa Teresa,Entire home/apt,162,1,19,16,345
81430155,Santa Teresa,Entire home/apt,98,6,4,1,0
36744189,Leblon,Entire home/apt,252,1,74,18,134
51599071,Leblon,Entire home/apt,349,2,69,1,135
6044275,Leblon,Entire home/apt,1100,4,2,1,358
2538304,Leblon,Entire home/apt,214,3,64,3,80
2447513,Leblon,Entire home/apt,2599,3,1,1,358
203054826,Leblon,Entire home/apt,37998,7,0,1,111
54662278,Leblon,Entire home/apt,826,1,0,4,365
4148486,Leblon,Entire home/apt,1108,3,1,1,365
3018529,Leblon,Entire home/apt,601,7,0,12,303
116510698,Botafogo,Shared room,64,1,1,19,365
15909977,Leblon,Entire home/apt,699,3,30,2,264
31417901,Centro,Shared room,41,1,1,1,90
60029959,Leblon,Entire home/apt,398,3,90,2,285
7507394,Santa Teresa,Entire home/apt,150,50,1,1,364
8879201,Leblon,Entire home/apt,398,3,60,1,27
100536669,Glria,Entire home/apt,199,7,0,1,358
11411976,Ipanema,Entire home/apt,222,2,8,31,108
44729495,Leblon,Entire home/apt,300,3,101,5,66
23278182,Glria,Entire home/apt,300,2,14,1,72
14565909,Ipanema,Entire home/apt,999,1,3,1,194
91654021,Copacabana,Entire home/apt,289,2,0,213,365
19236976,Copacabana,Entire home/apt,158,2,19,1,365
4953035,Santa Teresa,Entire home/apt,154,7,11,2,356
19000546,Copacabana,Entire home/apt,199,3,1,1,167
90268480,Leblon,Entire home/apt,222,2,57,6,136
22822166,Leblon,Entire home/apt,199,2,11,1,244
15423088,Ipanema,Entire home/apt,751,1,5,3,293
474221,Leblon,Entire home/apt,300,2,45,7,297
91534066,Botafogo,Entire home/apt,150,2,3,1,364
214501579,Glria,Entire home/apt,150,2,1,1,150
114361266,Santa Teresa,Entire home/apt,207,1,5,1,360
102676821,Botafogo,Private room,71,10,0,2,365
38472352,Copacabana,Entire home/apt,158,2,5,1,364
4873555,Copacabana,Entire home/apt,473,2,49,13,208
49853632,Botafogo,Entire home/apt,751,2,2,1,363
91121896,Leblon,Entire home/apt,398,3,0,1,191
2909384,Copacabana,Entire home/apt,150,2,28,7,57
82351854,Botafogo,Entire home/apt,1127,3,0,1,358
8303035,Santa Teresa,Entire home/apt,398,2,0,1,365
21365765,Copacabana,Entire home/apt,361,2,11,20,284
51844382,Copacabana,Entire home/apt,146,2,41,1,297
65244747,Leblon,Entire home/apt,860,2,15,1,131
9650360,Botafogo,Entire home/apt,890,5,0,1,365
12113004,Copacabana,Entire home/apt,282,2,58,2,172
15374597,Centro,Entire home/apt,150,2,0,1,364
25130130,Leblon,Entire home/apt,319,5,0,6,227
75590683,Botafogo,Entire home/apt,184,1,1,1,90
10525654,Santa Teresa,Entire home/apt,304,3,0,1,365
24442908,Leblon,Entire home/apt,1127,7,0,1,363
672015,Santa Teresa,Entire home/apt,398,2,0,1,177
16051661,Santa Teresa,Entire home/apt,999,3,0,1,68
73106193,Copacabana,Entire home/apt,214,1,46,1,152
105066252,Santa Teresa,Entire home/apt,101,1,0,1,364
13811693,Copacabana,Entire home/apt,203,2,42,1,310
739831,Copacabana,Entire home/apt,237,4,46,2,133
163501349,Centro,Entire home/apt,180,2,1,1,362
11411976,Copacabana,Entire home/apt,180,2,7,31,15
100182295,Copacabana,Entire home/apt,120,2,24,1,149
1675497,Santa Teresa,Entire home/apt,1251,20,1,1,365
67903173,Leblon,Entire home/apt,500,1,54,1,53
12757631,Santa Teresa,Entire home/apt,199,3,4,1,365
4005407,Santa Teresa,Entire home/apt,252,1,1,38,365
162502784,Copacabana,Entire home/apt,116,3,6,2,213
7535012,Copacabana,Entire home/apt,203,3,12,1,99
20341992,Copacabana,Entire home/apt,120,30,0,1,253
